"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"555","HTT","ENSG00000197386","555.1.1","HTT","ENSMICG00000006879","huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]"
"556","FAM53B","ENSG00000189319","556.1.1","FAM53B","ENSMICG00000003907","family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]"
"557","TMEM150B","ENSG00000180061","557.1.1","TMEM150B","ENSMICG00000016692","transmembrane protein 150B [Source:HGNC Symbol;Acc:HGNC:34415]"
"558","TIAL1","ENSG00000151923","558.1.1","TIAL1","ENSMICG00000037857","TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]"
"559","AZI2","ENSG00000163512","559.1.1","AZI2","ENSMICG00000049570","5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]"
"560","AIP","ENSG00000110711","560.1.1","AIP","ENSMICG00000037390","aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]"
"561","RABL3","ENSG00000144840","561.1.1","RABL3","ENSMICG00000049288","RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]"
"562","INCENP","ENSG00000149503","562.1.1","INCENP","ENSMICG00000005864","inner centromere protein [Source:HGNC Symbol;Acc:HGNC:6058]"
"563","OCEL1","ENSG00000099330","563.1.1","OCEL1","ENSMICG00000045602","occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26221]"
"564","TM9SF4","ENSG00000101337","564.1.1","TM9SF4","ENSMICG00000015927","transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]"
"565","USP49","ENSG00000164663","565.1.1","USP49","ENSMICG00000033911","ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]"
"566","SLC39A8","ENSG00000138821","566.1.1","SLC39A8","ENSMICG00000006095","solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]"
"567","IRF2BP1","ENSG00000170604","567.1.1","IRF2BP1","ENSMICG00000001894","interferon regulatory factor 2 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:21728]"
"568","CASS4","ENSG00000087589","568.1.1","CASS4","ENSMICG00000004650","Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]"
"569","ITGB1","ENSG00000150093","569.1.1","ITGB1","ENSMICG00000008479","integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]"
"570","RBBP6","ENSG00000122257","570.1.1","RBBP6","ENSMICG00000008059","RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]"
"571","STAM2","ENSG00000115145","571.1.1","STAM2","ENSMICG00000009382","signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]"
"572","DAPK1","ENSG00000196730","572.1.1","DAPK1","ENSMICG00000017284","death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]"
"573","TRMT1L","ENSG00000121486","573.1.1","TRMT1L","ENSMICG00000009494","tRNA methyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:16782]"
"574","BAIAP2","ENSG00000175866","574.1.1","BAIAP2","ENSMICG00000011082","BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]"
"575","FCER1G","ENSG00000158869","575.1.1","FCER1G","ENSMICG00000007278","Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]"
"576","TDRD3","ENSG00000083544","576.1.1","TDRD3","ENSMICG00000009982","tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]"
"577","TOM1","ENSG00000100284","577.1.1","TOM1","ENSMICG00000010149","target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982]"
"578","RTN4","ENSG00000115310","578.1.1","RTN4","ENSMICG00000036666","reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]"
"579","MS4A6E","ENSG00000166926","579.1.1","ENSMICG00000010967","ENSMICG00000010967",""
"580","ZNF705A","ENSG00000196946","580.1.1","N/A","N/A","N/A"
"581","CTSH","ENSG00000103811","581.1.1","CTSH","ENSMICG00000037121","cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]"
"582","CERS6","ENSG00000172292","582.1.1","CERS6","ENSMICG00000044307","ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]"
"583","TNFAIP3","ENSG00000118503","583.1.1","TNFAIP3","ENSMICG00000013965","TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]"
"584","GSTO1","ENSG00000148834","584.1.1","GSTO1","ENSMICG00000026906","glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]"
"585","TPRA1","ENSG00000163870","585.1.1","TPRA1","ENSMICG00000046251","transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]"
"586","MYL6","ENSG00000092841","586.1.1","MYL6","ENSMICG00000014433","myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]"
"587","CEP120","ENSG00000168944","587.1.1","CEP120","ENSMICG00000047467","centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690]"
"588","CCNG2","ENSG00000138764","588.1.1","CCNG2","ENSMICG00000011775","cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]"
"589","CETN3","ENSG00000153140","589.1.1","ENSMICG00000010705","ENSMICG00000010705",""
"589","CETN3","ENSG00000153140","589.1.2","ENSMICG00000049115","ENSMICG00000049115",""
"590","ICAM1","ENSG00000090339","590.1.1","ICAM1","ENSMICG00000047282","intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]"
"591","RPS13","ENSG00000110700","591.1.1","RPS13","ENSMICG00000031241","ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]"
"592","COX14","ENSG00000178449","592.1.1","N/A","N/A","N/A"
"593","PPOX","ENSG00000143224","593.1.1","ENSMICG00000007258","ENSMICG00000007258",""
"593","PPOX","ENSG00000143224","593.1.2","ENSMICG00000028726","ENSMICG00000028726",""
"594","PTGER4","ENSG00000171522","594.1.1","PTGER4","ENSMICG00000027186","prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]"
"595","CSK","ENSG00000103653","595.1.1","CSK","ENSMICG00000035070","C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]"
"596","TGIF1","ENSG00000177426","596.1.1","TGIF1","ENSMICG00000029611","TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]"
"597","TAF6L","ENSG00000162227","597.1.1","TAF6L","ENSMICG00000036223","TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]"
"598","HNRNPUL1","ENSG00000105323","598.1.1","HNRNPUL1","ENSMICG00000001989","heterogeneous nuclear ribonucleoprotein U like 1 [Source:HGNC Symbol;Acc:HGNC:17011]"
"599","ATF6","ENSG00000118217","599.1.1","ATF6","ENSMICG00000000038","activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]"
"600","STIM2","ENSG00000109689","600.1.1","STIM2","ENSMICG00000005093","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]"
"601","FCGR2A","ENSG00000143226","601.1.1","ENSMICG00000004499","ENSMICG00000004499",""
"601","FCGR2A","ENSG00000143226","601.1.2","ENSMICG00000014956","ENSMICG00000014956",""
"602","SERPINB6","ENSG00000124570","602.1.1","SERPINB6","ENSMICG00000001981","serpin family B member 6 [Source:HGNC Symbol;Acc:HGNC:8950]"
"603","COQ7","ENSG00000167186","603.1.1","COQ7","ENSMICG00000013990","coenzyme Q7, hydroxylase [Source:HGNC Symbol;Acc:HGNC:2244]"
"604","PNPLA8","ENSG00000135241","604.1.1","ENSMICG00000029336","ENSMICG00000029336",""
"604","PNPLA8","ENSG00000135241","604.1.2","ENSMICG00000033400","ENSMICG00000033400",""
"605","KLF11","ENSG00000172059","605.1.1","KLF11","ENSMICG00000012761","KLF transcription factor 11 [Source:HGNC Symbol;Acc:HGNC:11811]"
"606","SCARB2","ENSG00000138760","606.1.1","SCARB2","ENSMICG00000017891","scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]"
"607","CLEC4A","ENSG00000111729","607.1.1","CLEC4A","ENSMICG00000043762","C-type lectin domain family 4 member A [Source:HGNC Symbol;Acc:HGNC:13257]"
"608","MRPS33","ENSG00000090263","608.1.1","MRPS33","ENSMICG00000029049","mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]"
"609","MTMR10","ENSG00000166912","609.1.1","MTMR10","ENSMICG00000012591","myotubularin related protein 10 [Source:HGNC Symbol;Acc:HGNC:25999]"
"610","TMEM87B","ENSG00000153214","610.1.1","TMEM87B","ENSMICG00000008412","transmembrane protein 87B [Source:HGNC Symbol;Acc:HGNC:25913]"
"611","DTWD2","ENSG00000169570","611.1.1","DTWD2","ENSMICG00000033817","DTW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19334]"
"612","SLC6A6","ENSG00000131389","612.1.1","ENSMICG00000044805","ENSMICG00000044805",""
"613","LGMN","ENSG00000100600","613.1.1","LGMN","ENSMICG00000001672","legumain [Source:HGNC Symbol;Acc:HGNC:9472]"
"614","RASGRP3","ENSG00000152689","614.1.1","RASGRP3","ENSMICG00000009609","RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]"
"615","ZFP36L1","ENSG00000185650","615.1.1","ZFP36L1","ENSMICG00000037296","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"616","AFF1","ENSG00000172493","616.1.1","ENSMICG00000028855","ENSMICG00000028855",""
"617","MCM4","ENSG00000104738","617.1.1","MCM4","ENSMICG00000015638","minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]"
"618","ERCC1","ENSG00000012061","618.1.1","ERCC1","ENSMICG00000001806","ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]"
"619","HDAC4","ENSG00000068024","619.1.1","HDAC4","ENSMICG00000000164","histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]"
"620","UNC93B1","ENSG00000110057","620.1.1","UNC93B1","ENSMICG00000009511","unc-93 homolog B1, TLR signaling regulator [Source:HGNC Symbol;Acc:HGNC:13481]"
"621","MBNL1","ENSG00000152601","621.1.1","MBNL1","ENSMICG00000049530","muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"622","ALDH9A1","ENSG00000143149","622.1.1","ENSMICG00000008315","ENSMICG00000008315",""
"623","PAQR7","ENSG00000182749","623.1.1","N/A","N/A","N/A"
"624","ATAD2B","ENSG00000119778","624.1.1","ATAD2B","ENSMICG00000003489","ATPase family AAA domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29230]"
"625","NOCT","ENSG00000151014","625.1.1","NOCT","ENSMICG00000046478","nocturnin [Source:HGNC Symbol;Acc:HGNC:14254]"
"626","DSE","ENSG00000111817","626.1.1","DSE","ENSMICG00000008111","dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]"
"627","BLMH","ENSG00000108578","627.1.1","BLMH","ENSMICG00000000348","bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]"
"628","U2AF2","ENSG00000063244","628.1.1","U2AF2","ENSMICG00000027681","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]"
"629","METTL9","ENSG00000197006","629.1.1","METTL9","ENSMICG00000034669","methyltransferase 9, His-X-His N1(pi)-histidine [Source:HGNC Symbol;Acc:HGNC:24586]"
"630","THG1L","ENSG00000113272","630.1.1","THG1L","ENSMICG00000038734","tRNA-histidine guanylyltransferase 1 like [Source:HGNC Symbol;Acc:HGNC:26053]"
"631","PIK3R1","ENSG00000145675","631.1.1","PIK3R1","ENSMICG00000044724","phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]"
"632","PLCD1","ENSG00000187091","632.1.1","PLCD1","ENSMICG00000049360","phospholipase C delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]"
"633","CDKN1B","ENSG00000111276","633.1.1","CDKN1B","ENSMICG00000046815","cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]"
"634","PLA2G15","ENSG00000103066","634.1.1","PLA2G15","ENSMICG00000011407","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]"
"635","CYB561A3","ENSG00000162144","635.1.1","CYB561A3","ENSMICG00000013766","cytochrome b561 family member A3 [Source:HGNC Symbol;Acc:HGNC:23014]"
"636","CLHC1","ENSG00000162994","636.1.1","CLHC1","ENSMICG00000034817","clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453]"
"637","DCUN1D3","ENSG00000188215","637.1.1","ENSMICG00000030921","ENSMICG00000030921",""
"637","DCUN1D3","ENSG00000188215","637.1.2","ENSMICG00000041993","ENSMICG00000041993",""
"638","MERTK","ENSG00000153208","638.1.1","MERTK","ENSMICG00000008396","MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]"
"639","MRPL51","ENSG00000111639","639.1.1","MRPL51","ENSMICG00000027914","mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]"
"640","VRK3","ENSG00000105053","640.1.1","VRK3","ENSMICG00000006537","VRK serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:18996]"
"641","RNH1","ENSG00000023191","641.1.1","RNH1","ENSMICG00000031658","ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]"
"642","TRAK1","ENSG00000182606","642.1.1","TRAK1","ENSMICG00000049328","trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]"
"643","PSMB8","ENSG00000204264","643.1.1","PSMB8","ENSMICG00000015254","proteasome 20S subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]"
"644","GAB2","ENSG00000033327","644.1.1","GAB2","ENSMICG00000015054","GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]"
"645","MYLIP","ENSG00000007944","645.1.1","MYLIP","ENSMICG00000011860","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]"
"646","PDE4D","ENSG00000113448","646.1.1","PDE4D","ENSMICG00000014743","phosphodiesterase 4D [Source:HGNC Symbol;Acc:HGNC:8783]"
"647","AHSA1","ENSG00000100591","647.1.1","AHSA1","ENSMICG00000009097","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"648","DNAJC13","ENSG00000138246","648.1.1","DNAJC13","ENSMICG00000049364","DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]"
"649","COMMD9","ENSG00000110442","649.1.1","COMMD9","ENSMICG00000008594","COMM domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25014]"
"650","SORBS3","ENSG00000120896","650.1.1","SORBS3","ENSMICG00000003915","sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]"
"651","JUN","ENSG00000177606","651.1.1","N/A","N/A","N/A"
"652","ELMO1","ENSG00000155849","652.1.1","ELMO1","ENSMICG00000008990","engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]"
"653","UCP2","ENSG00000175567","653.1.1","UCP2","ENSMICG00000012689","uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]"
"654","PDE4B","ENSG00000184588","654.1.1","PDE4B","ENSMICG00000008570","phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]"
"655","ZBTB21","ENSG00000173276","655.1.1","ZBTB21","ENSMICG00000042192","zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]"
"656","CNTRL","ENSG00000119397","656.1.1","CNTRL","ENSMICG00000003333","centriolin [Source:HGNC Symbol;Acc:HGNC:1858]"
"657","SH2B3","ENSG00000111252","657.1.1","SH2B3","ENSMICG00000013525","SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]"
"658","C2ORF42","ENSG00000115998","658.1.1","C2orf42","ENSMICG00000030784","chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]"
"659","JAG1","ENSG00000101384","659.1.1","JAG1","ENSMICG00000005608","jagged canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:6188]"
"660","TPST2","ENSG00000128294","660.1.1","TPST2","ENSMICG00000013749","tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]"
"661","CCM2","ENSG00000136280","661.1.1","CCM2","ENSMICG00000008829","CCM2 scaffold protein [Source:HGNC Symbol;Acc:HGNC:21708]"
"662","HNRNPA1","ENSG00000135486","662.1.1","HNRNPA1","ENSMICG00000032477","heterogeneous nuclear ribonucleoprotein A1 [Source:HGNC Symbol;Acc:HGNC:5031]"
"663","STK10","ENSG00000072786","663.1.1","STK10","ENSMICG00000004517","serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]"
"664","TEF","ENSG00000167074","664.1.1","ENSMICG00000032436","ENSMICG00000032436",""
"664","TEF","ENSG00000167074","664.1.2","ENSMICG00000045077","ENSMICG00000045077",""
"665","SNTB2","ENSG00000168807","665.1.1","SNTB2","ENSMICG00000043756","syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]"
"666","SHQ1","ENSG00000144736","666.1.1","SHQ1","ENSMICG00000009224","SHQ1, H/ACA ribonucleoprotein assembly factor [Source:HGNC Symbol;Acc:HGNC:25543]"
"667","HNRNPA2B1","ENSG00000122566","667.1.1","ENSMICG00000002750","ENSMICG00000002750",""
"668","USP3","ENSG00000140455","668.1.1","USP3","ENSMICG00000007133","ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]"
"669","XRCC5","ENSG00000079246","669.1.1","XRCC5","ENSMICG00000008946","X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]"
"670","SLAIN2","ENSG00000109171","670.1.1","SLAIN2","ENSMICG00000011592","SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]"
"671","ARHGAP18","ENSG00000146376","671.1.1","ARHGAP18","ENSMICG00000017694","Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]"
"672","NUMA1","ENSG00000137497","672.1.1","NUMA1","ENSMICG00000014831","nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]"
"673","CISD2","ENSG00000145354","673.1.1","ENSMICG00000026546","ENSMICG00000026546",""
"673","CISD2","ENSG00000145354","673.1.2","ENSMICG00000035347","ENSMICG00000035347",""
"673","CISD2","ENSG00000145354","673.1.3","ENSMICG00000047325","ENSMICG00000047325",""
"674","PSMA1","ENSG00000129084","674.1.1","ENSMICG00000010934","ENSMICG00000010934",""
"674","PSMA1","ENSG00000129084","674.1.2","ENSMICG00000029258","ENSMICG00000029258",""
"674","PSMA1","ENSG00000129084","674.1.3","ENSMICG00000034102","ENSMICG00000034102",""
"674","PSMA1","ENSG00000129084","674.1.4","ENSMICG00000046680","ENSMICG00000046680",""
"675","DGLUCY","ENSG00000133943","675.1.1","DGLUCY","ENSMICG00000011124","D-glutamate cyclase [Source:HGNC Symbol;Acc:HGNC:20498]"
"676","SH3GLB1","ENSG00000097033","676.1.1","SH3GLB1","ENSMICG00000015928","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]"
"677","CORO7","ENSG00000262246","677.1.1","CORO7","ENSMICG00000017819","coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]"
"678","MYO10","ENSG00000145555","678.1.1","MYO10","ENSMICG00000010556","myosin X [Source:HGNC Symbol;Acc:HGNC:7593]"
"679","PLEKHB2","ENSG00000115762","679.1.1","PLEKHB2","ENSMICG00000031046","pleckstrin homology domain containing B2 [Source:HGNC Symbol;Acc:HGNC:19236]"
"680","RIC8A","ENSG00000177963","680.1.1","RIC8A","ENSMICG00000006293","RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]"
"681","CCT7","ENSG00000135624","681.1.1","ENSMICG00000015499","ENSMICG00000015499",""
"681","CCT7","ENSG00000135624","681.1.2","ENSMICG00000031997","ENSMICG00000031997",""
"681","CCT7","ENSG00000135624","681.1.3","ENSMICG00000032327","ENSMICG00000032327",""
"681","CCT7","ENSG00000135624","681.1.4","ENSMICG00000035668","ENSMICG00000035668",""
"681","CCT7","ENSG00000135624","681.1.5","ENSMICG00000044929","ENSMICG00000044929",""
"682","TRIO","ENSG00000038382","682.1.1","TRIO","ENSMICG00000015477","trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]"
"683","EARS2","ENSG00000103356","683.1.1","EARS2","ENSMICG00000007745","glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]"
"684","CTU1","ENSG00000142544","684.1.1","CTU1","ENSMICG00000047541","cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]"
"685","OGG1","ENSG00000114026","685.1.1","OGG1","ENSMICG00000015259","8-oxoguanine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:8125]"
"686","ZNF367","ENSG00000165244","686.1.1","ZNF367","ENSMICG00000038686","zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320]"
"687","PCNA","ENSG00000132646","687.1.1","PCNA","ENSMICG00000033133","proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]"
"688","CD300LF","ENSG00000186074","688.1.1","CD300LF","ENSMICG00000010534","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]"
"689","PLXDC1","ENSG00000161381","689.1.1","PLXDC1","ENSMICG00000002659","plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]"
"690","ADRB2","ENSG00000169252","690.1.1","ADRB2","ENSMICG00000002569","adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]"
"691","NFKB2","ENSG00000077150","691.1.1","NFKB2","ENSMICG00000011856","nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]"
"692","ARHGEF10L","ENSG00000074964","692.1.1","ARHGEF10L","ENSMICG00000014120","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]"
"693","CCNL1","ENSG00000163660","693.1.1","CCNL1","ENSMICG00000049517","cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]"
"694","AMPD3","ENSG00000133805","694.1.1","AMPD3","ENSMICG00000009437","adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:HGNC:470]"
"695","KANSL1L","ENSG00000144445","695.1.1","KANSL1L","ENSMICG00000009963","KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]"
"696","SPRED1","ENSG00000166068","696.1.1","SPRED1","ENSMICG00000036372","sprouty related EVH1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20249]"
"697","LRRC25","ENSG00000175489","697.1.1","N/A","N/A","N/A"
"698","DELE1","ENSG00000081791","698.1.1","DELE1","ENSMICG00000035655","DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969]"
"699","ARHGAP35","ENSG00000160007","699.1.1","ARHGAP35","ENSMICG00000037921","Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]"
"700","ARHGAP26","ENSG00000145819","700.1.1","ARHGAP26","ENSMICG00000009460","Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]"
"701","RAB7B","ENSG00000276600","701.1.1","RAB7B","ENSMICG00000037176","RAB7B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30513]"
"702","GALM","ENSG00000143891","702.1.1","GALM","ENSMICG00000005031","galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]"
"703","SPTLC2","ENSG00000100596","703.1.1","SPTLC2","ENSMICG00000009115","serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]"
"704","CALM3","ENSG00000160014","704.1.1","CALM3","ENSMICG00000028969","calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]"
"705","KRCC1","ENSG00000172086","705.1.1","N/A","N/A","N/A"
"706","H4C8","ENSG00000158406","706.1.1","ENSMICG00000047406","ENSMICG00000047406",""
"707","SLC8A1","ENSG00000183023","707.1.1","SLC8A1","ENSMICG00000004744","solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]"
"708","ARHGAP22","ENSG00000128805","708.1.1","ARHGAP22","ENSMICG00000034089","Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]"
"709","CNOT2","ENSG00000111596","709.1.1","CNOT2","ENSMICG00000001644","CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]"
"710","PIK3CG","ENSG00000105851","710.1.1","PIK3CG","ENSMICG00000001209","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]"
"711","TTC7A","ENSG00000068724","711.1.1","TTC7A","ENSMICG00000009149","tetratricopeptide repeat domain 7A [Source:HGNC Symbol;Acc:HGNC:19750]"
"712","TIPARP","ENSG00000163659","712.1.1","TIPARP","ENSMICG00000049557","TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]"
"713","PLGRKT","ENSG00000107020","713.1.1","PLGRKT","ENSMICG00000031798","plasminogen receptor with a C-terminal lysine [Source:HGNC Symbol;Acc:HGNC:23633]"
"714","IQGAP1","ENSG00000140575","714.1.1","IQGAP1","ENSMICG00000006970","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
"715","TRIM5","ENSG00000132256","715.1.1","ENSMICG00000010972","ENSMICG00000010972",""
"715","TRIM5","ENSG00000132256","715.1.2","ENSMICG00000047018","ENSMICG00000047018",""
"716","RTEL1","ENSG00000258366","716.1.1","RTEL1","ENSMICG00000008812","regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]"
"717","MLXIP","ENSG00000175727","717.1.1","MLXIP","ENSMICG00000001163","MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]"
"718","ACAT2","ENSG00000120437","718.1.1","ACAT2","ENSMICG00000007988","acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]"
"719","NSMAF","ENSG00000035681","719.1.1","NSMAF","ENSMICG00000003974","neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]"
"720","SLTM","ENSG00000137776","720.1.1","SLTM","ENSMICG00000013069","SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]"
"721","MCUB","ENSG00000005059","721.1.1","ENSMICG00000032234","ENSMICG00000032234",""
"721","MCUB","ENSG00000005059","721.1.2","ENSMICG00000037926","ENSMICG00000037926",""
"722","CYREN","ENSG00000122783","722.1.1","CYREN","ENSMICG00000001655","cell cycle regulator of NHEJ [Source:HGNC Symbol;Acc:HGNC:22432]"
"723","POC1B","ENSG00000139323","723.1.1","POC1B","ENSMICG00000033443","POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]"
"724","COA4","ENSG00000181924","724.1.1","ENSMICG00000012654","ENSMICG00000012654",""
