"","Gene1ID","Gene1Symbol","Gene1SpeciesTaxonID","Gene1SpeciesName","Gene2ID","Gene2Symbol","Gene2SpeciesTaxonID","Gene2SpeciesName","Algorithms","AlgorithmsMatch","OutOfAlgorithms","IsBestScore","IsBestRevScore"
"295","HGNC:13518","CLIC4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-1188255","clic4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"296","HGNC:13518","CLIC4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6253909","clic4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"297","HGNC:18246","CRYL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945580","cryl1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"298","HGNC:18246","CRYL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342588","cryl1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"299","HGNC:6205","JUNB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077948","junb.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"300","HGNC:6205","JUNB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340269","junb.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"301","HGNC:1667","CD38","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945956","cd38.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"302","HGNC:1701","CD81","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-946226","cd81.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"303","HGNC:1701","CD81","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254946","cd81.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"304","HGNC:14211","BLNK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-946372","blnk.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"305","HGNC:14211","BLNK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339598","blnk.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"306","HGNC:1548","CBR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338157","cbr1.1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"307","HGNC:1548","CBR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-22069492","cbr1.1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"308","HGNC:8933","PHLDA1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-946946","phlda1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"309","HGNC:1482","CAPN5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6253425","capn5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"310","HGNC:1482","CAPN5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346164","capn5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"311","HGNC:18080","ST3GAL6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947399","st3gal6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"312","HGNC:18080","ST3GAL6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336588","st3gal6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"313","HGNC:18124","P2RY12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947456","p2ry12.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"314","HGNC:18124","P2RY12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338617","p2ry12.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"315","HGNC:25554","SLC25A36","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947528","slc25a36.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"316","HGNC:25554","SLC25A36","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254083","slc25a36.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"317","HGNC:3046","PIGP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487083","pigp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"318","HGNC:16916","CLEC10A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338646","clec10a.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"319","HGNC:20387","IMPACT","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947996","impact.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"320","HGNC:1665","SCARB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254936","scarb2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"321","HGNC:1665","SCARB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345254","scarb2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"322","HGNC:9067","PLD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948469","pld1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"323","HGNC:9067","PLD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330722","pld1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"324","HGNC:2937","DMXL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487177","dmxl1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"325","HGNC:2228","COMT","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252788","comt.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"326","HGNC:2228","COMT","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337181","comt.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"327","HGNC:24615","EEF2K","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487380","eef2k.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"328","HGNC:24615","EEF2K","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346783","eef2k.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"329","HGNC:6075","INPP4B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488075","inpp4b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"330","HGNC:20335","SCOC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-949188","scoc.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"331","HGNC:20335","SCOC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332347","scoc.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"332","HGNC:26406","SCLT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487747","sclt1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"333","HGNC:26406","SCLT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333799","sclt1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"334","HGNC:16951","IVNS1ABP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-949337","ivns1abp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"335","HGNC:16951","IVNS1ABP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346504","ivns1abp.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"336","HGNC:1709","CD9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-949531","cd9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"337","HGNC:1709","CD9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340181","cd9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"338","HGNC:11821","TIMP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-949676","timp2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"339","HGNC:11821","TIMP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334759","timp2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"340","HGNC:1357","TCIM","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486261","tcim.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"341","HGNC:1357","TCIM","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340221","tcim.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"342","HGNC:2933","DMPK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343283","dmpk.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"343","HGNC:2933","DMPK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343284","dmpk.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"344","HGNC:21155","MYLIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6078022","mylip.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"345","HGNC:21155","MYLIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335205","mylip.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"346","HGNC:30037","PLEKHA8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338459","plekha8.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"347","HGNC:30244","LPCAT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-950243","lpcat3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"348","HGNC:30244","LPCAT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252234","lpcat3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"349","HGNC:24131","BCAP29","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6256239","bcap29.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"350","HGNC:24131","BCAP29","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342339","bcap29.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"351","HGNC:26542","MPP7","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486601","mpp7.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"352","HGNC:26542","MPP7","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342043","mpp7.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"353","HGNC:9472","LGMN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-950610","lgmn.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"354","HGNC:9472","LGMN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334226","lgmn.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"355","HGNC:33784","AGMO","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487191","agmo.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"356","HGNC:16844","CREB5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487973","creb5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"357","HGNC:16844","CREB5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345703","creb5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"358","HGNC:686","RHOH","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487016","rhoh.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"359","HGNC:686","RHOH","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346611","rhoh.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"360","HGNC:24251","TMED5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6078044","tmed5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"361","HGNC:24251","TMED5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341637","tmed5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"362","HGNC:6865","MAP4K3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489189","map4k3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"363","HGNC:6865","MAP4K3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337554","map4k3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"364","HGNC:6677","LPL","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487687","lpl.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"365","HGNC:6677","LPL","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338546","lpl.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"366","HGNC:6679","LPP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-951638","lpp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"367","HGNC:6679","LPP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333789","lpp.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"368","HGNC:9611","PTK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-952029","ptk2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"369","HGNC:9611","PTK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337918","ptk2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"370","HGNC:9449","PRNP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-952817","prnp.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"371","HGNC:9449","PRNP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341341","prnp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"372","HGNC:17163","PLA2G15","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-952907","pla2g15.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"373","HGNC:17163","PLA2G15","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337608","pla2g15.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"374","HGNC:26182","COLGALT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-952958","colgalt1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"375","HGNC:26182","COLGALT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6253736","colgalt1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"376","HGNC:6617","LIPA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-952982","lipa.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"377","HGNC:541","ANXA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-953005","anxa3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"378","HGNC:541","ANXA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330011","anxa3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"379","HGNC:2545","CTSS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6253423","ctss.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"380","HGNC:2545","CTSS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6255943","ctss.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"381","HGNC:23432","CNTLN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488083","cntln.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"382","HGNC:2361","CRIP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489322","crip2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"383","HGNC:2361","CRIP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332713","crip2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"384","HGNC:6396","KPNA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-953234","kpna3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"385","HGNC:6396","KPNA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337922","kpna3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"386","HGNC:20440","LYPLAL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487694","lyplal1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"387","HGNC:1224","LDLRAD4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334239","ldlrad4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"388","HGNC:1224","LDLRAD4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334240","ldlrad4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"389","HGNC:24134","ZCCHC14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6255004","zcchc14.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"390","HGNC:24134","ZCCHC14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345442","zcchc14.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"391","HGNC:987","BCKDHB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-953788","bckdhb.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"392","HGNC:987","BCKDHB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335795","bckdhb.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"393","HGNC:19744","SRGAP3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487824","srgap3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"394","HGNC:19744","SRGAP3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334880","srgap3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"395","HGNC:5201","HS6ST1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-953851","hs6st1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"396","HGNC:5201","HS6ST1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335472","hs6st1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"397","HGNC:226","ADARB1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-954089","adarb1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"398","HGNC:226","ADARB1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338152","adarb1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"399","HGNC:12877","ZMPSTE24","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-954290","zmpste24.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"400","HGNC:12877","ZMPSTE24","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330193","zmpste24.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"401","HGNC:4125","GALNT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485804","galnt3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"402","HGNC:4125","GALNT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338403","galnt3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"403","HGNC:17032","VSIG4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487532","vsig4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"404","HGNC:10057","RNF13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-954777","rnf13.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"405","HGNC:10057","RNF13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332117","rnf13.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"406","HGNC:4432","GOT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-954936","got1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"407","HGNC:13464","SERINC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6253900","serinc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"408","HGNC:947","BAIAP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487386","baiap2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"409","HGNC:947","BAIAP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338114","baiap2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"410","HGNC:17693","DHRS3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-955331","dhrs3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"411","HGNC:17693","DHRS3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331786","dhrs3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"412","HGNC:9081","PLOD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-955419","plod1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"413","HGNC:9081","PLOD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334813","plod1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"414","HGNC:28240","HVCN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-955592","hvcn1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"415","HGNC:28240","HVCN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331327","hvcn1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"416","HGNC:31045","SLC41A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-955992","slc41a2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"417","HGNC:31045","SLC41A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331126","slc41a2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"418","HGNC:2318","CPNE5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488226","cpne5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"419","HGNC:2318","CPNE5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337338","cpne5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"420","HGNC:4070","GABBR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488473","gabbr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"421","HGNC:4070","GABBR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330622","gabbr1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"422","HGNC:7749","NEK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-956757","nek6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"423","HGNC:7749","NEK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344378","nek6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"424","HGNC:871","ATP5IF1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-956793","atp5if1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"425","HGNC:871","ATP5IF1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340382","atp5if1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"426","HGNC:14405","KIF13B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6092118","kif13b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"427","HGNC:14405","KIF13B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346182","kif13b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"428","HGNC:201","ADAM22","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-957020","adam22.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"429","HGNC:11973","TNS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488806","tns1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"430","HGNC:11973","TNS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342093","tns1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"431","HGNC:18266","ATP6V0D2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-957149","atp6v0d2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"432","HGNC:17358","TPK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487759","tpk1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"433","HGNC:6588","LHFPL2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336694","lhfpl2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
