"","Gene1ID","Gene1Symbol","Gene1SpeciesTaxonID","Gene1SpeciesName","Gene2ID","Gene2Symbol","Gene2SpeciesTaxonID","Gene2SpeciesName","Algorithms","AlgorithmsMatch","OutOfAlgorithms","IsBestScore","IsBestRevScore"
"360","HGNC:25951","AFTPH","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333109","aftph.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"361","HGNC:20626","CHD7","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-877237","chd7.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"362","HGNC:20626","CHD7","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333767","chd7.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"363","HGNC:3378","EPB41L1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6493997","epb41l1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"364","HGNC:10901","SKP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-919627","skp2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"365","HGNC:10672","CXCL12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077780","cxcl12.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"366","HGNC:10672","CXCL12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333076","cxcl12.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"367","HGNC:9965","RERE","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-919911","rere.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"368","HGNC:8750","CDK17","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-920560","cdk17.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"369","HGNC:8750","CDK17","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335065","cdk17.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"370","HGNC:18608","LRRK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252014","lrrk1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"371","HGNC:20331","RASA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-920761","rasa3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"372","HGNC:20331","RASA3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335679","rasa3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"373","HGNC:6180","ITPR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-920773","itpr1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"374","HGNC:6180","ITPR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341555","itpr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"375","HGNC:7377","MSRA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486255","msra.2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"376","HGNC:12569","UNC5C","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488240","unc5c.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"377","HGNC:12569","UNC5C","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331522","unc5c.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"378","HGNC:26099","ARHGAP10","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-921756","arhgap10.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"379","HGNC:26099","ARHGAP10","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336088","arhgap10.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"380","HGNC:4696","GUSB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488751","gusb.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"381","HGNC:4696","GUSB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343593","gusb.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"382","HGNC:19310","PIM3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-922032","pim3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"383","HGNC:19310","PIM3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343708","pim3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"384","HGNC:10730","SEMA4B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-922116","sema4b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"385","HGNC:10730","SEMA4B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336070","sema4b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"386","HGNC:2464","VCAN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-922310","vcan.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"387","HGNC:914","B2M","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6251920","b2m.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"388","HGNC:12303","TRIO","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252075","trio.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"389","HGNC:12016","TPP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-922557","tpp2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"390","HGNC:12016","TPP2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339149","tpp2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"391","HGNC:20889","LRIG2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485908","lrig2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"392","HGNC:1578","CCNA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-923032","ccna2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"393","HGNC:1578","CCNA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342800","ccna2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"394","HGNC:23595","VPS13D","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487176","vps13d.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"395","HGNC:23692","ACKR3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-939866","ackr3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"396","HGNC:23692","ACKR3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338874","ackr3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"397","HGNC:9040","PLA2G7","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488370","pla2g7.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"398","HGNC:3768","FMN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340205","fmn1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"399","HGNC:1625","XCR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337765","xcr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"400","HGNC:15947","UACA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-940305","uaca.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"401","HGNC:15947","UACA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335353","uaca.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"402","HGNC:2901","DLG2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338424","dlg2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"403","HGNC:2901","DLG2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338425","dlg2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"404","HGNC:26409","TMEM74","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487783","tmem74.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"405","HGNC:26409","TMEM74","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331407","tmem74.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"406","HGNC:12936","ZBTB17","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254499","zbtb17.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"407","HGNC:12936","ZBTB17","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339653","zbtb17.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"408","HGNC:29808","TMPRSS13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336927","tmprss13.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"409","HGNC:29808","TMPRSS13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336928","tmprss13.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"410","HGNC:25952","QPCTL","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487604","qpctl.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"411","HGNC:9229","PLPP3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-941078","plpp3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"412","HGNC:9229","PLPP3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254148","plpp3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"413","HGNC:2195","COL18A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-941374","col18a1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"414","HGNC:2195","COL18A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337214","col18a1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"415","HGNC:25123","PKDCC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485752","pkdcc.2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"416","HGNC:25123","PKDCC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340866","pkdcc.2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"417","HGNC:3551","F9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-941631","f9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"418","HGNC:3551","F9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344163","f9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"419","HGNC:20726","SCFD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-941812","scfd1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"420","HGNC:5007","HMGCS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077850","hmgcs1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"421","HGNC:5007","HMGCS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344952","hmgcs1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"422","HGNC:11320","ABI1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-942157","abi1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"423","HGNC:11320","ABI1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342244","abi1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"424","HGNC:10532","SAP30","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-942265","sap30.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"425","HGNC:10532","SAP30","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336461","sap30.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"426","HGNC:17705","SELENOF","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077875","selenof.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"427","HGNC:17705","SELENOF","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334061","selenof.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"428","HGNC:10664","CWC27","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-942799","cwc27.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"429","HGNC:3278","EIF3D","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-942859","eif3d.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"430","HGNC:6117","IRF2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-942916","irf2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"431","HGNC:6117","IRF2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339545","irf2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"432","HGNC:2422","CS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943167","cs.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"433","HGNC:2422","CS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333218","cs.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"434","HGNC:8883","CDK14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943254","cdk14.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"435","HGNC:8883","CDK14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336151","cdk14.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"436","HGNC:9309","PPP2R5A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943359","ppp2r5a.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"437","HGNC:18304","COTL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077892","cotl1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"438","HGNC:18304","COTL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333186","cotl1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"439","HGNC:18664","FAM3C","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943499","fam3c.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"440","HGNC:18664","FAM3C","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333906","fam3c.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"441","HGNC:12492","UBE2N","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943755","ube2n.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"442","HGNC:12492","UBE2N","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330417","ube2n.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"443","HGNC:14970","SNX6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943806","snx6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"444","HGNC:14970","SNX6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341662","snx6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"445","HGNC:7782","NFE2L2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943932","nfe2l2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"446","HGNC:7782","NFE2L2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346208","nfe2l2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"447","HGNC:7506","MTX2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-943948","mtx2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"448","HGNC:7506","MTX2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346774","mtx2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"449","HGNC:28330","TMEM167A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6077906","tmem167a.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"450","HGNC:21492","VKORC1L1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944100","vkorc1l1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"451","HGNC:21492","VKORC1L1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345957","vkorc1l1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"452","HGNC:6846","MAP2K6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944189","map2k6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"453","HGNC:4248","GGH","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944420","ggh.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"454","HGNC:1273","GATD3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944490","gatd3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"455","HGNC:17890","HPGDS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944784","hpgds.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"456","HGNC:17890","HPGDS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254910","hpgds.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"457","HGNC:4922","HK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944854","hk1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"458","HGNC:4922","HK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330291","hk1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"459","HGNC:11617","ELOC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254689","eloc.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"460","HGNC:11617","ELOC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341754","eloc.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"461","HGNC:8653","PCCA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-944990","pcca.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"462","HGNC:3363","ENTPD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945089","entpd1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"463","HGNC:3363","ENTPD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340825","entpd1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"464","HGNC:18646","HSD17B12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945234","hsd17b12.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"465","HGNC:18646","HSD17B12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254121","hsd17b12.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"466","HGNC:9320","PPP4R1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945308","ppp4r1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"467","HGNC:9320","PPP4R1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337449","ppp4r1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"468","HGNC:537","ANXA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945322","anxa2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"469","HGNC:537","ANXA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252603","anxa2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"470","HGNC:188","ADAM10","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945394","adam10.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"471","HGNC:188","ADAM10","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330822","adam10.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"472","HGNC:17449","CYP39A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945549","cyp39a1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"473","HGNC:28490","DIPK2A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-945795","dipk2a.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"474","HGNC:28490","DIPK2A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332913","dipk2a.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"475","HGNC:2977","TRDMT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-946303","trdmt1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"476","HGNC:14211","BLNK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-946372","blnk.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"477","HGNC:14211","BLNK","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339598","blnk.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"478","HGNC:26032","LPCAT2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340258","lpcat2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"479","HGNC:14969","SNX5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947023","snx5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"480","HGNC:14969","SNX5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345844","snx5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"481","HGNC:358","AIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487146","aip.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"482","HGNC:388","AKR1D1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947172","akr1d1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"483","HGNC:388","AKR1D1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341435","akr1d1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"484","HGNC:16397","OSBPL11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947940","osbpl11.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"485","HGNC:16397","OSBPL11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344963","osbpl11.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"486","HGNC:11386","STIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-947977","stim1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"487","HGNC:11386","STIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335652","stim1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"488","HGNC:10336","RPL32","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948163","rpl32.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"489","HGNC:10336","RPL32","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333793","rpl32.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"490","HGNC:16386","OSBPL9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948229","osbpl9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"491","HGNC:16386","OSBPL9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336276","osbpl9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"492","HGNC:7137","AFDN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252098","afdn.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"493","HGNC:7137","AFDN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342250","afdn.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"494","HGNC:14973","SNX9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948357","snx9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"495","HGNC:14973","SNX9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340478","snx9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"496","HGNC:16432","AZIN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948402","azin1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"497","HGNC:16432","AZIN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346749","azin1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"498","HGNC:9067","PLD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-948469","pld1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
